instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
15073538,58881,NIFTY26JAN27850CE,NIFTY,0,2026-01-27,27850.0,0.05,65,CE,NFO-OPT,NFO
15073794,58882,NIFTY26JAN27850PE,NIFTY,0,2026-01-27,27850.0,0.05,65,PE,NFO-OPT,NFO
15073026,58879,NIFTY26JAN27800CE,NIFTY,0,2026-01-27,27800.0,0.05,65,CE,NFO-OPT,NFO
15073282,58880,NIFTY26JAN27800PE,NIFTY,0,2026-01-27,27800.0,0.05,65,PE,NFO-OPT,NFO
15072514,58877,NIFTY26JAN27750CE,NIFTY,0,2026-01-27,27750.0,0.05,65,CE,NFO-OPT,NFO
15072770,58878,NIFTY26JAN27750PE,NIFTY,0,2026-01-27,27750.0,0.05,65,PE,NFO-OPT,NFO
15072002,58875,NIFTY26JAN27700CE,NIFTY,0,2026-01-27,27700.0,0.05,65,CE,NFO-OPT,NFO
15072258,58876,NIFTY26JAN27700PE,NIFTY,0,2026-01-27,27700.0,0.05,65,PE,NFO-OPT,NFO
15071490,58873,NIFTY26JAN27650CE,NIFTY,0,2026-01-27,27650.0,0.05,65,CE,NFO-OPT,NFO
15071746,58874,NIFTY26JAN27650PE,NIFTY,0,2026-01-27,27650.0,0.05,65,PE,NFO-OPT,NFO
15070978,58871,NIFTY26JAN27600CE,NIFTY,0,2026-01-27,27600.0,0.05,65,CE,NFO-OPT,NFO
15071234,58872,NIFTY26JAN27600PE,NIFTY,0,2026-01-27,27600.0,0.05,65,PE,NFO-OPT,NFO
15070466,58869,NIFTY26JAN27550CE,NIFTY,0,2026-01-27,27550.0,0.05,65,CE,NFO-OPT,NFO
15070722,58870,NIFTY26JAN27550PE,NIFTY,0,2026-01-27,27550.0,0.05,65,PE,NFO-OPT,NFO
15069186,58864,NIFTY26JAN27500CE,NIFTY,0,2026-01-27,27500.0,0.05,65,CE,NFO-OPT,NFO
15069442,58865,NIFTY26JAN27500PE,NIFTY,0,2026-01-27,27500.0,0.05,65,PE,NFO-OPT,NFO
15068674,58862,NIFTY26JAN27450CE,NIFTY,0,2026-01-27,27450.0,0.05,65,CE,NFO-OPT,NFO
15068930,58863,NIFTY26JAN27450PE,NIFTY,0,2026-01-27,27450.0,0.05,65,PE,NFO-OPT,NFO
15067906,58859,NIFTY26JAN27400CE,NIFTY,0,2026-01-27,27400.0,0.05,65,CE,NFO-OPT,NFO
15068418,58861,NIFTY26JAN27400PE,NIFTY,0,2026-01-27,27400.0,0.05,65,PE,NFO-OPT,NFO
15067394,58857,NIFTY26JAN27350CE,NIFTY,0,2026-01-27,27350.0,0.05,65,CE,NFO-OPT,NFO
15067650,58858,NIFTY26JAN27350PE,NIFTY,0,2026-01-27,27350.0,0.05,65,PE,NFO-OPT,NFO
15066882,58855,NIFTY26JAN27300CE,NIFTY,0,2026-01-27,27300.0,0.05,65,CE,NFO-OPT,NFO
15067138,58856,NIFTY26JAN27300PE,NIFTY,0,2026-01-27,27300.0,0.05,65,PE,NFO-OPT,NFO
15066370,58853,NIFTY26JAN27250CE,NIFTY,0,2026-01-27,27250.0,0.05,65,CE,NFO-OPT,NFO
15066626,58854,NIFTY26JAN27250PE,NIFTY,0,2026-01-27,27250.0,0.05,65,PE,NFO-OPT,NFO
15065858,58851,NIFTY26JAN27200CE,NIFTY,0,2026-01-27,27200.0,0.05,65,CE,NFO-OPT,NFO
15066114,58852,NIFTY26JAN27200PE,NIFTY,0,2026-01-27,27200.0,0.05,65,PE,NFO-OPT,NFO
15065346,58849,NIFTY26JAN27150CE,NIFTY,0,2026-01-27,27150.0,0.05,65,CE,NFO-OPT,NFO
15065602,58850,NIFTY26JAN27150PE,NIFTY,0,2026-01-27,27150.0,0.05,65,PE,NFO-OPT,NFO
15064834,58847,NIFTY26JAN27100CE,NIFTY,0,2026-01-27,27100.0,0.05,65,CE,NFO-OPT,NFO
15065090,58848,NIFTY26JAN27100PE,NIFTY,0,2026-01-27,27100.0,0.05,65,PE,NFO-OPT,NFO
15064322,58845,NIFTY26JAN27050CE,NIFTY,0,2026-01-27,27050.0,0.05,65,CE,NFO-OPT,NFO
15064578,58846,NIFTY26JAN27050PE,NIFTY,0,2026-01-27,27050.0,0.05,65,PE,NFO-OPT,NFO
15063810,58843,NIFTY26JAN27000CE,NIFTY,0,2026-01-27,27000.0,0.05,65,CE,NFO-OPT,NFO
15064066,58844,NIFTY26JAN27000PE,NIFTY,0,2026-01-27,27000.0,0.05,65,PE,NFO-OPT,NFO
15063298,58841,NIFTY26JAN26950CE,NIFTY,0,2026-01-27,26950.0,0.05,65,CE,NFO-OPT,NFO
15063554,58842,NIFTY26JAN26950PE,NIFTY,0,2026-01-27,26950.0,0.05,65,PE,NFO-OPT,NFO
15062786,58839,NIFTY26JAN26900CE,NIFTY,0,2026-01-27,26900.0,0.05,65,CE,NFO-OPT,NFO
15063042,58840,NIFTY26JAN26900PE,NIFTY,0,2026-01-27,26900.0,0.05,65,PE,NFO-OPT,NFO
15062274,58837,NIFTY26JAN26850CE,NIFTY,0,2026-01-27,26850.0,0.05,65,CE,NFO-OPT,NFO
15062530,58838,NIFTY26JAN26850PE,NIFTY,0,2026-01-27,26850.0,0.05,65,PE,NFO-OPT,NFO
15061762,58835,NIFTY26JAN26800CE,NIFTY,0,2026-01-27,26800.0,0.05,65,CE,NFO-OPT,NFO
15062018,58836,NIFTY26JAN26800PE,NIFTY,0,2026-01-27,26800.0,0.05,65,PE,NFO-OPT,NFO
15061250,58833,NIFTY26JAN26750CE,NIFTY,0,2026-01-27,26750.0,0.05,65,CE,NFO-OPT,NFO
15061506,58834,NIFTY26JAN26750PE,NIFTY,0,2026-01-27,26750.0,0.05,65,PE,NFO-OPT,NFO
15060738,58831,NIFTY26JAN26700CE,NIFTY,0,2026-01-27,26700.0,0.05,65,CE,NFO-OPT,NFO
15060994,58832,NIFTY26JAN26700PE,NIFTY,0,2026-01-27,26700.0,0.05,65,PE,NFO-OPT,NFO
15060226,58829,NIFTY26JAN26650CE,NIFTY,0,2026-01-27,26650.0,0.05,65,CE,NFO-OPT,NFO
15060482,58830,NIFTY26JAN26650PE,NIFTY,0,2026-01-27,26650.0,0.05,65,PE,NFO-OPT,NFO
15059714,58827,NIFTY26JAN26600CE,NIFTY,0,2026-01-27,26600.0,0.05,65,CE,NFO-OPT,NFO
15059970,58828,NIFTY26JAN26600PE,NIFTY,0,2026-01-27,26600.0,0.05,65,PE,NFO-OPT,NFO
15059202,58825,NIFTY26JAN26550CE,NIFTY,0,2026-01-27,26550.0,0.05,65,CE,NFO-OPT,NFO
15059458,58826,NIFTY26JAN26550PE,NIFTY,0,2026-01-27,26550.0,0.05,65,PE,NFO-OPT,NFO
15058690,58823,NIFTY26JAN26500CE,NIFTY,0,2026-01-27,26500.0,0.05,65,CE,NFO-OPT,NFO
15058946,58824,NIFTY26JAN26500PE,NIFTY,0,2026-01-27,26500.0,0.05,65,PE,NFO-OPT,NFO
15057666,58819,NIFTY26JAN26450CE,NIFTY,0,2026-01-27,26450.0,0.05,65,CE,NFO-OPT,NFO
15057922,58820,NIFTY26JAN26450PE,NIFTY,0,2026-01-27,26450.0,0.05,65,PE,NFO-OPT,NFO
15057154,58817,NIFTY26JAN26400CE,NIFTY,0,2026-01-27,26400.0,0.05,65,CE,NFO-OPT,NFO
15057410,58818,NIFTY26JAN26400PE,NIFTY,0,2026-01-27,26400.0,0.05,65,PE,NFO-OPT,NFO
15056642,58815,NIFTY26JAN26350CE,NIFTY,0,2026-01-27,26350.0,0.05,65,CE,NFO-OPT,NFO
15032322,58720,NIFTY26JAN25550CE,NIFTY,0,2026-01-27,25550.0,0.05,65,CE,NFO-OPT,NFO
15032578,58721,NIFTY26JAN25550PE,NIFTY,0,2026-01-27,25550.0,0.05,65,PE,NFO-OPT,NFO
15030018,58711,NIFTY26JAN25500CE,NIFTY,0,2026-01-27,25500.0,0.05,65,CE,NFO-OPT,NFO
15031298,58716,NIFTY26JAN25500PE,NIFTY,0,2026-01-27,25500.0,0.05,65,PE,NFO-OPT,NFO
15028994,58707,NIFTY26JAN25450CE,NIFTY,0,2026-01-27,25450.0,0.05,65,CE,NFO-OPT,NFO
15029762,58710,NIFTY26JAN25450PE,NIFTY,0,2026-01-27,25450.0,0.05,65,PE,NFO-OPT,NFO
15028482,58705,NIFTY26JAN25400CE,NIFTY,0,2026-01-27,25400.0,0.05,65,CE,NFO-OPT,NFO
15028738,58706,NIFTY26JAN25400PE,NIFTY,0,2026-01-27,25400.0,0.05,65,PE,NFO-OPT,NFO
15027970,58703,NIFTY26JAN25350CE,NIFTY,0,2026-01-27,25350.0,0.05,65,CE,NFO-OPT,NFO
15028226,58704,NIFTY26JAN25350PE,NIFTY,0,2026-01-27,25350.0,0.05,65,PE,NFO-OPT,NFO
15025922,58695,NIFTY26JAN25300CE,NIFTY,0,2026-01-27,25300.0,0.05,65,CE,NFO-OPT,NFO
15027714,58702,NIFTY26JAN25300PE,NIFTY,0,2026-01-27,25300.0,0.05,65,PE,NFO-OPT,NFO
15025410,58693,NIFTY26JAN25250CE,NIFTY,0,2026-01-27,25250.0,0.05,65,CE,NFO-OPT,NFO
15025666,58694,NIFTY26JAN25250PE,NIFTY,0,2026-01-27,25250.0,0.05,65,PE,NFO-OPT,NFO
15024386,58689,NIFTY26JAN25200CE,NIFTY,0,2026-01-27,25200.0,0.05,65,CE,NFO-OPT,NFO
15024642,58690,NIFTY26JAN25200PE,NIFTY,0,2026-01-27,25200.0,0.05,65,PE,NFO-OPT,NFO
15018754,58667,NIFTY26JAN25150CE,NIFTY,0,2026-01-27,25150.0,0.05,65,CE,NFO-OPT,NFO
15020802,58675,NIFTY26JAN25150PE,NIFTY,0,2026-01-27,25150.0,0.05,65,PE,NFO-OPT,NFO
15018242,58665,NIFTY26JAN25100CE,NIFTY,0,2026-01-27,25100.0,0.05,65,CE,NFO-OPT,NFO
15018498,58666,NIFTY26JAN25100PE,NIFTY,0,2026-01-27,25100.0,0.05,65,PE,NFO-OPT,NFO
15017730,58663,NIFTY26JAN25050CE,NIFTY,0,2026-01-27,25050.0,0.05,65,CE,NFO-OPT,NFO
15017986,58664,NIFTY26JAN25050PE,NIFTY,0,2026-01-27,25050.0,0.05,65,PE,NFO-OPT,NFO
15017218,58661,NIFTY26JAN25000CE,NIFTY,0,2026-01-27,25000.0,0.05,65,CE,NFO-OPT,NFO
15017474,58662,NIFTY26JAN25000PE,NIFTY,0,2026-01-27,25000.0,0.05,65,PE,NFO-OPT,NFO
15014658,58651,NIFTY26JAN24950CE,NIFTY,0,2026-01-27,24950.0,0.05,65,CE,NFO-OPT,NFO
15014914,58652,NIFTY26JAN24950PE,NIFTY,0,2026-01-27,24950.0,0.05,65,PE,NFO-OPT,NFO
15005442,58615,NIFTY26JAN24900CE,NIFTY,0,2026-01-27,24900.0,0.05,65,CE,NFO-OPT,NFO
15014402,58650,NIFTY26JAN24900PE,NIFTY,0,2026-01-27,24900.0,0.05,65,PE,NFO-OPT,NFO
15004930,58613,NIFTY26JAN24850CE,NIFTY,0,2026-01-27,24850.0,0.05,65,CE,NFO-OPT,NFO
15005186,58614,NIFTY26JAN24850PE,NIFTY,0,2026-01-27,24850.0,0.05,65,PE,NFO-OPT,NFO
15004418,58611,NIFTY26JAN24800CE,NIFTY,0,2026-01-27,24800.0,0.05,65,CE,NFO-OPT,NFO
15004674,58612,NIFTY26JAN24800PE,NIFTY,0,2026-01-27,24800.0,0.05,65,PE,NFO-OPT,NFO
15003138,58606,NIFTY26JAN24750CE,NIFTY,0,2026-01-27,24750.0,0.05,65,CE,NFO-OPT,NFO
15003394,58607,NIFTY26JAN24750PE,NIFTY,0,2026-01-27,24750.0,0.05,65,PE,NFO-OPT,NFO
15002626,58604,NIFTY26JAN24700CE,NIFTY,0,2026-01-27,24700.0,0.05,65,CE,NFO-OPT,NFO
15002882,58605,NIFTY26JAN24700PE,NIFTY,0,2026-01-27,24700.0,0.05,65,PE,NFO-OPT,NFO
15001858,58601,NIFTY26JAN24650CE,NIFTY,0,2026-01-27,24650.0,0.05,65,CE,NFO-OPT,NFO
15002370,58603,NIFTY26JAN24650PE,NIFTY,0,2026-01-27,24650.0,0.05,65,PE,NFO-OPT,NFO
15001346,58599,NIFTY26JAN24600CE,NIFTY,0,2026-01-27,24600.0,0.05,65,CE,NFO-OPT,NFO
15001602,58600,NIFTY26JAN24600PE,NIFTY,0,2026-01-27,24600.0,0.05,65,PE,NFO-OPT,NFO
15000834,58597,NIFTY26JAN24550CE,NIFTY,0,2026-01-27,24550.0,0.05,65,CE,NFO-OPT,NFO
15001090,58598,NIFTY26JAN24550PE,NIFTY,0,2026-01-27,24550.0,0.05,65,PE,NFO-OPT,NFO
15000322,58595,NIFTY26JAN24500CE,NIFTY,0,2026-01-27,24500.0,0.05,65,CE,NFO-OPT,NFO
15000578,58596,NIFTY26JAN24500PE,NIFTY,0,2026-01-27,24500.0,0.05,65,PE,NFO-OPT,NFO
14999810,58593,NIFTY26JAN24450CE,NIFTY,0,2026-01-27,24450.0,0.05,65,CE,NFO-OPT,NFO
15000066,58594,NIFTY26JAN24450PE,NIFTY,0,2026-01-27,24450.0,0.05,65,PE,NFO-OPT,NFO
14999298,58591,NIFTY26JAN24400CE,NIFTY,0,2026-01-27,24400.0,0.05,65,CE,NFO-OPT,NFO
14999554,58592,NIFTY26JAN24400PE,NIFTY,0,2026-01-27,24400.0,0.05,65,PE,NFO-OPT,NFO
14998786,58589,NIFTY26JAN24350CE,NIFTY,0,2026-01-27,24350.0,0.05,65,CE,NFO-OPT,NFO
14999042,58590,NIFTY26JAN24350PE,NIFTY,0,2026-01-27,24350.0,0.05,65,PE,NFO-OPT,NFO
14998274,58587,NIFTY26JAN24300CE,NIFTY,0,2026-01-27,24300.0,0.05,65,CE,NFO-OPT,NFO
14998530,58588,NIFTY26JAN24300PE,NIFTY,0,2026-01-27,24300.0,0.05,65,PE,NFO-OPT,NFO
14997762,58585,NIFTY26JAN24250CE,NIFTY,0,2026-01-27,24250.0,0.05,65,CE,NFO-OPT,NFO
14998018,58586,NIFTY26JAN24250PE,NIFTY,0,2026-01-27,24250.0,0.05,65,PE,NFO-OPT,NFO
14997250,58583,NIFTY26JAN24200CE,NIFTY,0,2026-01-27,24200.0,0.05,65,CE,NFO-OPT,NFO
14997506,58584,NIFTY26JAN24200PE,NIFTY,0,2026-01-27,24200.0,0.05,65,PE,NFO-OPT,NFO
14996738,58581,NIFTY26JAN24150CE,NIFTY,0,2026-01-27,24150.0,0.05,65,CE,NFO-OPT,NFO
14996994,58582,NIFTY26JAN24150PE,NIFTY,0,2026-01-27,24150.0,0.05,65,PE,NFO-OPT,NFO
14996226,58579,NIFTY26JAN24100CE,NIFTY,0,2026-01-27,24100.0,0.05,65,CE,NFO-OPT,NFO
14996482,58580,NIFTY26JAN24100PE,NIFTY,0,2026-01-27,24100.0,0.05,65,PE,NFO-OPT,NFO
14995714,58577,NIFTY26JAN24050CE,NIFTY,0,2026-01-27,24050.0,0.05,65,CE,NFO-OPT,NFO
14995970,58578,NIFTY26JAN24050PE,NIFTY,0,2026-01-27,24050.0,0.05,65,PE,NFO-OPT,NFO
14995202,58575,NIFTY26JAN24000CE,NIFTY,0,2026-01-27,24000.0,0.05,65,CE,NFO-OPT,NFO
14995458,58576,NIFTY26JAN24000PE,NIFTY,0,2026-01-27,24000.0,0.05,65,PE,NFO-OPT,NFO
14994690,58573,NIFTY26JAN23950CE,NIFTY,0,2026-01-27,23950.0,0.05,65,CE,NFO-OPT,NFO
14994946,58574,NIFTY26JAN23950PE,NIFTY,0,2026-01-27,23950.0,0.05,65,PE,NFO-OPT,NFO
14994178,58571,NIFTY26JAN23900CE,NIFTY,0,2026-01-27,23900.0,0.05,65,CE,NFO-OPT,NFO
14994434,58572,NIFTY26JAN23900PE,NIFTY,0,2026-01-27,23900.0,0.05,65,PE,NFO-OPT,NFO
14993666,58569,NIFTY26JAN23850CE,NIFTY,0,2026-01-27,23850.0,0.05,65,CE,NFO-OPT,NFO
14993922,58570,NIFTY26JAN23850PE,NIFTY,0,2026-01-27,23850.0,0.05,65,PE,NFO-OPT,NFO
14993154,58567,NIFTY26JAN23800CE,NIFTY,0,2026-01-27,23800.0,0.05,65,CE,NFO-OPT,NFO
14993410,58568,NIFTY26JAN23800PE,NIFTY,0,2026-01-27,23800.0,0.05,65,PE,NFO-OPT,NFO
14992642,58565,NIFTY26JAN23750CE,NIFTY,0,2026-01-27,23750.0,0.05,65,CE,NFO-OPT,NFO
14992898,58566,NIFTY26JAN23750PE,NIFTY,0,2026-01-27,23750.0,0.05,65,PE,NFO-OPT,NFO
16606722,64870,NIFTY26FEB25950CE,NIFTY,0,2026-02-24,25950.0,0.05,65,CE,NFO-OPT,NFO
16606978,64871,NIFTY26FEB25950PE,NIFTY,0,2026-02-24,25950.0,0.05,65,PE,NFO-OPT,NFO
16607234,64872,NIFTY26FEB26000CE,NIFTY,0,2026-02-24,26000.0,0.05,65,CE,NFO-OPT,NFO
16607490,64873,NIFTY26FEB26000PE,NIFTY,0,2026-02-24,26000.0,0.05,65,PE,NFO-OPT,NFO
16606210,64868,NIFTY26FEB25900CE,NIFTY,0,2026-02-24,25900.0,0.05,65,CE,NFO-OPT,NFO
16606466,64869,NIFTY26FEB25900PE,NIFTY,0,2026-02-24,25900.0,0.05,65,PE,NFO-OPT,NFO
16607746,64874,NIFTY26FEB26050CE,NIFTY,0,2026-02-24,26050.0,0.05,65,CE,NFO-OPT,NFO
16608002,64875,NIFTY26FEB26050PE,NIFTY,0,2026-02-24,26050.0,0.05,65,PE,NFO-OPT,NFO
16605698,64866,NIFTY26FEB25850CE,NIFTY,0,2026-02-24,25850.0,0.05,65,CE,NFO-OPT,NFO
16605954,64867,NIFTY26FEB25850PE,NIFTY,0,2026-02-24,25850.0,0.05,65,PE,NFO-OPT,NFO
16608258,64876,NIFTY26FEB26100CE,NIFTY,0,2026-02-24,26100.0,0.05,65,CE,NFO-OPT,NFO
16608514,64877,NIFTY26FEB26100PE,NIFTY,0,2026-02-24,26100.0,0.05,65,PE,NFO-OPT,NFO
16605186,64864,NIFTY26FEB25800CE,NIFTY,0,2026-02-24,25800.0,0.05,65,CE,NFO-OPT,NFO
16605442,64865,NIFTY26FEB25800PE,NIFTY,0,2026-02-24,25800.0,0.05,65,PE,NFO-OPT,NFO
16608770,64878,NIFTY26FEB26150CE,NIFTY,0,2026-02-24,26150.0,0.05,65,CE,NFO-OPT,NFO
16609026,64879,NIFTY26FEB26150PE,NIFTY,0,2026-02-24,26150.0,0.05,65,PE,NFO-OPT,NFO
16604674,64862,NIFTY26FEB25750CE,NIFTY,0,2026-02-24,25750.0,0.05,65,CE,NFO-OPT,NFO
16604930,64863,NIFTY26FEB25750PE,NIFTY,0,2026-02-24,25750.0,0.05,65,PE,NFO-OPT,NFO
16609282,64880,NIFTY26FEB26200CE,NIFTY,0,2026-02-24,26200.0,0.05,65,CE,NFO-OPT,NFO
16609538,64881,NIFTY26FEB26200PE,NIFTY,0,2026-02-24,26200.0,0.05,65,PE,NFO-OPT,NFO
16604162,64860,NIFTY26FEB25700CE,NIFTY,0,2026-02-24,25700.0,0.05,65,CE,NFO-OPT,NFO
16604418,64861,NIFTY26FEB25700PE,NIFTY,0,2026-02-24,25700.0,0.05,65,PE,NFO-OPT,NFO
16609794,64882,NIFTY26FEB26250CE,NIFTY,0,2026-02-24,26250.0,0.05,65,CE,NFO-OPT,NFO
16614658,64901,NIFTY26FEB26250PE,NIFTY,0,2026-02-24,26250.0,0.05,65,PE,NFO-OPT,NFO
16603650,64858,NIFTY26FEB25650CE,NIFTY,0,2026-02-24,25650.0,0.05,65,CE,NFO-OPT,NFO
16603906,64859,NIFTY26FEB25650PE,NIFTY,0,2026-02-24,25650.0,0.05,65,PE,NFO-OPT,NFO
16616194,64907,NIFTY26FEB26300CE,NIFTY,0,2026-02-24,26300.0,0.05,65,CE,NFO-OPT,NFO
16620802,64925,NIFTY26FEB26300PE,NIFTY,0,2026-02-24,26300.0,0.05,65,PE,NFO-OPT,NFO
16603138,64856,NIFTY26FEB25600CE,NIFTY,0,2026-02-24,25600.0,0.05,65,CE,NFO-OPT,NFO
16603394,64857,NIFTY26FEB25600PE,NIFTY,0,2026-02-24,25600.0,0.05,65,PE,NFO-OPT,NFO
16621570,64928,NIFTY26FEB26350PE,NIFTY,0,2026-02-24,26350.0,0.05,65,PE,NFO-OPT,NFO
16669954,65117,NIFTY26FEB27950CE,NIFTY,0,2026-02-24,27950.0,0.05,65,CE,NFO-OPT,NFO
16670210,65118,NIFTY26FEB27950PE,NIFTY,0,2026-02-24,27950.0,0.05,65,PE,NFO-OPT,NFO
16669442,65115,NIFTY26FEB27900CE,NIFTY,0,2026-02-24,27900.0,0.05,65,CE,NFO-OPT,NFO
16669698,65116,NIFTY26FEB27900PE,NIFTY,0,2026-02-24,27900.0,0.05,65,PE,NFO-OPT,NFO
16668930,65113,NIFTY26FEB27850CE,NIFTY,0,2026-02-24,27850.0,0.05,65,CE,NFO-OPT,NFO
16669186,65114,NIFTY26FEB27850PE,NIFTY,0,2026-02-24,27850.0,0.05,65,PE,NFO-OPT,NFO
16668418,65111,NIFTY26FEB27800CE,NIFTY,0,2026-02-24,27800.0,0.05,65,CE,NFO-OPT,NFO
16668674,65112,NIFTY26FEB27800PE,NIFTY,0,2026-02-24,27800.0,0.05,65,PE,NFO-OPT,NFO
16667906,65109,NIFTY26FEB27750CE,NIFTY,0,2026-02-24,27750.0,0.05,65,CE,NFO-OPT,NFO
16668162,65110,NIFTY26FEB27750PE,NIFTY,0,2026-02-24,27750.0,0.05,65,PE,NFO-OPT,NFO
16667394,65107,NIFTY26FEB27700CE,NIFTY,0,2026-02-24,27700.0,0.05,65,CE,NFO-OPT,NFO
16667650,65108,NIFTY26FEB27700PE,NIFTY,0,2026-02-24,27700.0,0.05,65,PE,NFO-OPT,NFO
16666882,65105,NIFTY26FEB27650CE,NIFTY,0,2026-02-24,27650.0,0.05,65,CE,NFO-OPT,NFO
16667138,65106,NIFTY26FEB27650PE,NIFTY,0,2026-02-24,27650.0,0.05,65,PE,NFO-OPT,NFO
16666370,65103,NIFTY26FEB27600CE,NIFTY,0,2026-02-24,27600.0,0.05,65,CE,NFO-OPT,NFO
16666626,65104,NIFTY26FEB27600PE,NIFTY,0,2026-02-24,27600.0,0.05,65,PE,NFO-OPT,NFO
16665858,65101,NIFTY26FEB27550CE,NIFTY,0,2026-02-24,27550.0,0.05,65,CE,NFO-OPT,NFO
16666114,65102,NIFTY26FEB27550PE,NIFTY,0,2026-02-24,27550.0,0.05,65,PE,NFO-OPT,NFO
16664834,65097,NIFTY26FEB27500CE,NIFTY,0,2026-02-24,27500.0,0.05,65,CE,NFO-OPT,NFO
16665090,65098,NIFTY26FEB27500PE,NIFTY,0,2026-02-24,27500.0,0.05,65,PE,NFO-OPT,NFO
16664322,65095,NIFTY26FEB27450CE,NIFTY,0,2026-02-24,27450.0,0.05,65,CE,NFO-OPT,NFO
16664578,65096,NIFTY26FEB27450PE,NIFTY,0,2026-02-24,27450.0,0.05,65,PE,NFO-OPT,NFO
16663810,65093,NIFTY26FEB27400CE,NIFTY,0,2026-02-24,27400.0,0.05,65,CE,NFO-OPT,NFO
16664066,65094,NIFTY26FEB27400PE,NIFTY,0,2026-02-24,27400.0,0.05,65,PE,NFO-OPT,NFO
16663298,65091,NIFTY26FEB27350CE,NIFTY,0,2026-02-24,27350.0,0.05,65,CE,NFO-OPT,NFO
16663554,65092,NIFTY26FEB27350PE,NIFTY,0,2026-02-24,27350.0,0.05,65,PE,NFO-OPT,NFO
16662786,65089,NIFTY26FEB27300CE,NIFTY,0,2026-02-24,27300.0,0.05,65,CE,NFO-OPT,NFO
16663042,65090,NIFTY26FEB27300PE,NIFTY,0,2026-02-24,27300.0,0.05,65,PE,NFO-OPT,NFO
16661762,65085,NIFTY26FEB27250CE,NIFTY,0,2026-02-24,27250.0,0.05,65,CE,NFO-OPT,NFO
16662018,65086,NIFTY26FEB27250PE,NIFTY,0,2026-02-24,27250.0,0.05,65,PE,NFO-OPT,NFO
16661250,65083,NIFTY26FEB27200CE,NIFTY,0,2026-02-24,27200.0,0.05,65,CE,NFO-OPT,NFO
16661506,65084,NIFTY26FEB27200PE,NIFTY,0,2026-02-24,27200.0,0.05,65,PE,NFO-OPT,NFO
16660738,65081,NIFTY26FEB27150CE,NIFTY,0,2026-02-24,27150.0,0.05,65,CE,NFO-OPT,NFO
16660994,65082,NIFTY26FEB27150PE,NIFTY,0,2026-02-24,27150.0,0.05,65,PE,NFO-OPT,NFO
16660226,65079,NIFTY26FEB27100CE,NIFTY,0,2026-02-24,27100.0,0.05,65,CE,NFO-OPT,NFO
16660482,65080,NIFTY26FEB27100PE,NIFTY,0,2026-02-24,27100.0,0.05,65,PE,NFO-OPT,NFO
16659714,65077,NIFTY26FEB27050CE,NIFTY,0,2026-02-24,27050.0,0.05,65,CE,NFO-OPT,NFO
16659970,65078,NIFTY26FEB27050PE,NIFTY,0,2026-02-24,27050.0,0.05,65,PE,NFO-OPT,NFO
16659202,65075,NIFTY26FEB27000CE,NIFTY,0,2026-02-24,27000.0,0.05,65,CE,NFO-OPT,NFO
16659458,65076,NIFTY26FEB27000PE,NIFTY,0,2026-02-24,27000.0,0.05,65,PE,NFO-OPT,NFO
16658690,65073,NIFTY26FEB26950CE,NIFTY,0,2026-02-24,26950.0,0.05,65,CE,NFO-OPT,NFO
16658946,65074,NIFTY26FEB26950PE,NIFTY,0,2026-02-24,26950.0,0.05,65,PE,NFO-OPT,NFO
16658178,65071,NIFTY26FEB26900CE,NIFTY,0,2026-02-24,26900.0,0.05,65,CE,NFO-OPT,NFO
16658434,65072,NIFTY26FEB26900PE,NIFTY,0,2026-02-24,26900.0,0.05,65,PE,NFO-OPT,NFO
16657666,65069,NIFTY26FEB26850CE,NIFTY,0,2026-02-24,26850.0,0.05,65,CE,NFO-OPT,NFO
16657922,65070,NIFTY26FEB26850PE,NIFTY,0,2026-02-24,26850.0,0.05,65,PE,NFO-OPT,NFO
16654338,65056,NIFTY26FEB26800CE,NIFTY,0,2026-02-24,26800.0,0.05,65,CE,NFO-OPT,NFO
16657410,65068,NIFTY26FEB26800PE,NIFTY,0,2026-02-24,26800.0,0.05,65,PE,NFO-OPT,NFO
16639234,64997,NIFTY26FEB26750CE,NIFTY,0,2026-02-24,26750.0,0.05,65,CE,NFO-OPT,NFO
16654082,65055,NIFTY26FEB26750PE,NIFTY,0,2026-02-24,26750.0,0.05,65,PE,NFO-OPT,NFO
16631554,64967,NIFTY26FEB26700CE,NIFTY,0,2026-02-24,26700.0,0.05,65,CE,NFO-OPT,NFO
16636930,64988,NIFTY26FEB26700PE,NIFTY,0,2026-02-24,26700.0,0.05,65,PE,NFO-OPT,NFO
16630018,64961,NIFTY26FEB26650CE,NIFTY,0,2026-02-24,26650.0,0.05,65,CE,NFO-OPT,NFO
16631298,64966,NIFTY26FEB26650PE,NIFTY,0,2026-02-24,26650.0,0.05,65,PE,NFO-OPT,NFO
16629250,64958,NIFTY26FEB26600CE,NIFTY,0,2026-02-24,26600.0,0.05,65,CE,NFO-OPT,NFO
16629762,64960,NIFTY26FEB26600PE,NIFTY,0,2026-02-24,26600.0,0.05,65,PE,NFO-OPT,NFO
16628738,64956,NIFTY26FEB26550CE,NIFTY,0,2026-02-24,26550.0,0.05,65,CE,NFO-OPT,NFO
16628994,64957,NIFTY26FEB26550PE,NIFTY,0,2026-02-24,26550.0,0.05,65,PE,NFO-OPT,NFO
